Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue
Space Rage,125981,"[878, 37]",2.018441,8/15/1985,FALSE,en,4,4.4,77,0,0
Summer Rain,286321,[],1.004572,1/19/1961,FALSE,hu,0,0,78,0,0
French Connection II,10711,"[28, 80, 18, 53]",6.308552,5/18/1975,FALSE,en,101,6.6,119,0,12484444
Land of Plenty,1595,[18],2.996856,9/10/2004,FALSE,en,14,5.4,123,0,0
Phantom Killer,117837,"[10749, 9648]",1.012827,10/2/1942,FALSE,en,0,0,61,0,0
Conquest,30630,"[18, 36, 10749]",1.973167,10/22/1937,FALSE,en,3,6.7,113,0,0
Othello,16420,[18],3.481707,12/15/1995,FALSE,en,34,6.9,123,0,0
Sinbad: Beyond the Veil of Mists,123187,"[14, 878, 10751]",2.086642,3/24/2000,FALSE,en,5,4,85,0,0
44 Minutes: The North Hollywood Shoot-Out,14842,[28],2.828477,1/1/2003,FALSE,en,17,6.4,103,10000000,0
Shadrach,73351,[18],1.609773,9/22/1998,FALSE,en,4,6.6,89,0,0
The Eden Formula,107114,"[53, 878, 10770]",1.503457,9/1/2006,FALSE,en,2,2,0,0,0
Metamorphosis,10256,"[18, 14, 27]",1.984487,1/1/2007,FALSE,en,4,4.8,105,0,0
Smother,16699,"[35, 10749]",3.502054,9/26/2008,FALSE,en,14,4,92,8000000,0
Stairway to Heaven,336571,[18],1.000301,4/15/1983,FALSE,sr,0,0,89,0,0
I Married a Monster,353416,"[27, 878, 10770]",1.158236,10/8/1998,FALSE,en,1,3,90,0,0
The Bank Job,8848,"[53, 80, 18]",7.672312,2/28/2008,FALSE,en,746,6.6,112,20000000,64822796
Broken Lullaby,212591,"[10770, 18, 10749, 53]",1.880398,10/15/1994,FALSE,sv,2,4,96,0,0
Breathing Lessons,170918,[],1.197611,2/6/1994,FALSE,en,2,4,93,0,0
Good Fences,61902,"[35, 18]",1.164433,1/22/2003,FALSE,en,4,4.1,119,0,0
Vanishing Point,11951,"[28, 18, 53]",6.67434,1/15/1971,FALSE,en,117,7.2,99,1300000,72266306
Going Overboard,19157,[35],4.121994,5/11/1989,FALSE,en,46,2.5,99,0,0
My Favorite Martian,9849,"[35, 18, 10751, 878]",5.960053,2/11/1999,FALSE,en,84,5.1,94,65000000,36850101
Tinseltown,296543,[],1.036471,1/1/1997,FALSE,en,1,5,0,0,0
Azumi 2: Death or Love,5890,[28],6.699788,3/12/2005,FALSE,ja,47,6.4,108,0,0
Pacific Rendezvous,98191,"[35, 9648, 10752]",1.001658,5/21/1942,FALSE,en,0,0,76,0,0
The Case of the Whitechapel Vampire,81382,"[53, 9648, 80]",1.812469,10/27/2002,FALSE,en,3,3.8,90,0,0
Invasion of the Star Creatures,46076,"[878, 35]",1.117683,5/3/1962,FALSE,en,3,4,70,0,0
The Proud and the Beautiful,65283,[18],1.991001,11/25/1953,FALSE,en,2,6.8,0,0,0
Hamlet,10264,"[18, 36]",8.931482,12/19/1990,FALSE,en,104,6.7,130,0,20710451
The Cobweb,94123,[18],2.836619,6/7/1955,FALSE,en,6,4.3,134,0,0
Hanzo the Razor: Who's Got the Gold?,17129,"[28, 18, 10769]",2.01153,2/9/1974,FALSE,ja,12,6.4,84,0,0
Black Gold,77221,"[12, 18]",10.547137,12/21/2011,FALSE,en,85,5.9,130,40000000,5446000
Here Come the Tigers,129495,[10751],1.000001,5/24/1978,FALSE,en,0,0,87,0,0
Over Her Dead Body,13160,[35],7.678932,2/1/2008,FALSE,en,159,5.3,95,10000000,0
Marley & Me,14306,"[35, 10751]",9.975104,12/25/2008,FALSE,en,1483,6.9,115,60000000,242717113
Another Man's Poison,53714,"[80, 18, 53]",1.502459,11/20/1951,FALSE,en,10,6.5,90,0,0
Fighting Caravans,110659,"[28, 37, 10749]",1.292235,2/1/1931,FALSE,en,2,4,92,0,0
Gentlemen Prefer Blondes,759,"[10402, 35, 10749]",6.991105,7/14/1953,FALSE,en,183,7.1,91,0,12000000
The Girl Next Door,10591,[35],9.527545,4/9/2004,FALSE,en,912,6.3,108,25000000,30411183
Dick Tracy,8592,"[12, 28, 35, 53, 80]",5.674841,6/15/1990,FALSE,en,275,6,103,47000000,103738726
Monster,504,"[80, 18]",6.190862,11/16/2003,FALSE,en,548,7,110,8000000,60378584
Night Corridor,204932,"[18, 27, 9648]",1.449018,8/21/2003,FALSE,cn,1,5,73,0,0
The FBI Story,50231,[18],1.670748,10/1/1959,FALSE,en,9,4.6,149,0,0
Seeds,485985,[18],1.083553,4/9/2019,FALSE,en,1,0,90,0,0
Shallow Grave,9905,"[80, 53]",6.929224,12/22/1994,FALSE,en,274,7,92,0,0
Robot Wars,421817,[878],2.840677,10/5/2016,FALSE,en,1,4,95,0,0
Ask the Dust,1967,"[18, 10749]",5.354798,2/2/2006,FALSE,en,45,5.2,117,0,0
Apart from That,142795,[],1.080683,3/12/2006,FALSE,en,1,5,120,0,0
Rupert's Land,476409,[],1.0375,,FALSE,en,0,0,0,0,0
The Rookie,14635,"[18, 10751]",8.7278,3/25/2002,FALSE,en,120,6.5,127,20000000,75597042
Killer Tomatoes Eat France!,36896,"[27, 35, 878]",1.658711,11/18/1992,FALSE,en,8,4.1,94,0,0
Gayniggers from Outer Space,33380,"[35, 878]",2.491093,1/1/1992,FALSE,en,21,4.3,26,0,0
Anamorph,14000,"[80, 53]",4.551755,9/21/2007,FALSE,en,51,5,107,0,0
The House of the Spirits,2259,"[10749, 18]",7.774218,10/19/1993,FALSE,en,146,6.8,140,25000000,0
Devil in the Flesh,45431,"[27, 53]",2.136922,1/4/1998,FALSE,en,8,5,99,0,0
Vishwatma,357131,[],1.029523,1/1/1992,FALSE,hi,1,6,0,0,0
The Man Who Could Cheat Death,28770,"[27, 878]",2.416196,6/15/1959,FALSE,en,8,6.2,83,0,0
Leela,394188,[18],2.602481,4/22/2016,FALSE,ml,2,7,100,0,0
The Truth About Love,14933,"[10749, 35]",3.189271,4/21/2005,FALSE,en,27,4,94,0,0
Something Big,196784,"[37, 35]",1.988016,11/19/1971,FALSE,en,2,4.5,108,0,0
The King and I,16520,"[18, 10402, 10749]",8.263556,6/29/1956,FALSE,en,109,7.3,133,4550000,21300000
Voodoo Academy,72244,"[27, 14, 53]",1.210626,8/1/2000,FALSE,en,4,3.8,92,55000,0
The Eighth Day,342218,"[18, 10751]",1.932852,1/13/1979,FALSE,sv,0,0,96,0,0
The Barbarians,27551,"[14, 12]",2.363256,3/1/1987,FALSE,en,11,4.9,87,0,0
Midnight Cowboy,3116,[18],9.052681,5/25/1969,FALSE,en,333,7.5,113,3600000,44785053
Magicians,10078,[35],6.355778,5/18/2007,FALSE,en,25,6.2,90,0,1752038
The Soloist,17332,[18],6.510224,4/24/2009,FALSE,en,255,6.6,109,60000000,31720158
The Signalman,355478,[],1.826217,9/10/2015,FALSE,en,0,0,15,0,0
Nomad: The Warrior,19495,"[28, 36, 10752]",4.014163,7/17/2005,FALSE,en,19,4.2,112,25000000,0
Brave New Girl,34099,"[18, 10402, 10751]",1.348575,4/25/2004,FALSE,en,3,3.7,120,0,0
Team Spirit 2,72456,"[35, 10751, 10749]",1.052737,12/10/2003,FALSE,en,1,5,105,0,0
Apollo 11: The Untold Story,50807,[99],1.003568,2/11/2008,FALSE,en,0,0,53,0,0
Sweet Movie,1559,"[9648, 35, 18]",3.847747,6/12/1974,FALSE,en,39,5.9,99,0,0
American Shaolin,36934,[28],1.59354,7/23/1992,FALSE,en,8,4.9,106,0,0
Mr. Mike's Mondo Video,49036,[35],1.424389,9/20/1979,FALSE,en,3,4.2,75,0,0
Phantom Love,129882,"[18, 14]",1.697673,1/1/2007,FALSE,en,6,5,87,0,0
Hornblower: Mutiny,37068,"[12, 18, 10752]",2.133552,4/7/2001,FALSE,en,15,7,98,0,0
My Best Friend Is a Vampire,21151,"[35, 10751, 27]",3.631954,10/1/1987,FALSE,en,22,5.8,89,0,0
The Mysteries of Pittsburgh,20471,"[12, 35, 18]",2.608543,1/20/2008,FALSE,en,10,3.6,95,0,0
Hallam Foe,2239,"[18, 35, 53]",5.609041,2/16/2007,FALSE,en,52,6.8,95,8000000,60641
Perfect Victims,30661,"[80, 27]",1.000237,8/18/1988,FALSE,en,0,0,90,0,0
A Star Is Born,3111,"[18, 10402, 10749]",6.095205,9/29/1954,FALSE,en,58,7,181,5019770,0
Daughter of Keltoum,50957,[],1.108235,4/10/2002,FALSE,en,3,8.3,106,0,0
Second Name,59851,"[27, 53]",1.884759,11/15/2002,FALSE,it,6,5.8,93,2500000,0
Elvis,40047,"[18, 10402, 10770]",2.63576,2/10/1979,FALSE,en,18,6.5,150,2100000,0
No Alibi,16673,"[80, 18, 9648, 53]",1.298239,3/24/2000,FALSE,en,1,3.4,90,0,0
Red Riding Hood,49730,"[14, 53, 27]",9.244878,3/11/2011,FALSE,en,1043,5.7,100,42000000,89162162
Permanent Record,51321,[18],2.061315,4/22/1988,FALSE,en,11,6,91,8000000,1893139
The Garden of Allah,151848,"[18, 10749]",2.003873,10/14/1936,FALSE,en,4,6.1,79,2200000,0
The Garden Murder Case,127815,"[18, 9648]",1.465168,2/21/1936,FALSE,en,2,5,61,0,0
The Broken,3511,"[53, 18, 27]",5.626124,1/18/2008,FALSE,en,67,5.4,93,6700000,0
Grand Canyon Trail,53115,[37],1.002609,11/4/1948,FALSE,en,0,0,67,0,0
Hey Ram,60579,"[18, 10769]",1.439164,2/18/2000,FALSE,ta,10,6.7,199,3900000,4900000
Frankie & Hazel,59715,"[18, 10751]",1.042351,10/8/2000,FALSE,en,1,5,92,0,0
Manufactured Landscapes,24582,[99],2.592172,9/9/2006,FALSE,en,15,7.3,90,0,240239
Monkey Warfare,144881,"[35, 18]",1.30749,9/10/2006,FALSE,en,1,5,75,0,0
Studio 666,28096,[27],1.003325,6/14/2005,FALSE,en,0,0,76,0,0
Sunday,20917,"[35, 10769, 53]",2.4326,1/25/2008,FALSE,hi,7,4.1,130,0,0
Watch on the Rhine,68440,"[18, 53]",2.455516,8/27/1943,FALSE,en,10,6,114,0,0
Fan-Fan the Tulip,37559,"[12, 35]",4.029376,5/14/2003,FALSE,fr,52,5.5,97,0,0
Mystery in Swing,343910,"[10402, 28, 12]",1.037127,5/9/1940,FALSE,en,0,0,76,0,0
Amazing Grace and Chuck,74340,[18],1.654321,5/22/1987,FALSE,en,5,6.3,114,0,0
Meatball Machine,27351,"[10769, 27, 878]",2.505537,1/1/2005,FALSE,ja,18,5.4,90,0,0
Tunnel Vision,291690,"[9648, 53]",1.85364,12/1/1995,FALSE,en,4,2.5,100,0,0
Dragon Fighter,53994,"[28, 27, 878, 53]",1.83262,1/4/2003,FALSE,en,7,3.6,85,0,0
Moonstruck,2039,"[35, 18, 10749]",8.996911,12/18/1987,FALSE,en,195,6.7,102,0,80640528
Star Wars: Episode III - Revenge of the Sith,1895,"[878, 12, 28]",12.64329,5/17/2005,FALSE,en,4522,7.1,140,113000000,850000000
Haiku Tunnel,75386,[35],1.076985,9/7/2001,FALSE,en,2,7,88,0,251058
Cat Girl,28659,[27],1.62456,9/1/1957,FALSE,en,3,4.5,76,0,0
Klay World: Off the Table,110914,"[28, 12, 16]",1.002693,10/15/2005,FALSE,en,0,0,90,1000,0
Zombi 3,34814,"[28, 27, 878]",2.478628,7/29/1988,FALSE,fr,17,4.6,95,0,0
Car Trouble,350566,[],1,2/28/1986,FALSE,en,0,0,89,0,0
Secret Games,164660,"[18, 53]",1.937241,5/11/1992,FALSE,en,1,6,90,0,0
Iowa,33697,"[80, 18]",1.642011,4/22/2005,FALSE,en,4,2.3,104,2000000,0
The Ski Trip,297852,"[35, 10749]",1.12635,10/19/2004,FALSE,en,1,6,90,0,0
Seed,15434,[27],3.947417,4/27/2007,FALSE,en,28,3.6,90,10000000,0
House of the Dead,11059,"[27, 28, 53]",6.299035,4/11/2003,FALSE,en,112,2.8,90,7000000,13818181
Slipstream,24029,[878],3.122894,2/3/2005,FALSE,en,21,4.6,89,0,0
Melinda and Melinda,9688,"[35, 18, 10749]",6.433094,10/29/2004,FALSE,en,135,6.3,100,0,20085825
We Faw Down,50918,[35],1.425028,12/29/1928,FALSE,en,4,5.8,20,0,0
Music of the Heart,26149,[18],4.008531,10/29/1999,FALSE,en,52,6.3,124,27000000,14859394
Dasavatharam,17888,[],2.023554,6/12/2008,FALSE,ta,11,6.3,185,0,0
Prescription: Murder,360626,[],1.750922,2/20/1968,FALSE,en,12,7.8,100,0,0
The Projected Man,3210,"[27, 878]",1.210868,1/1/1966,FALSE,en,1,3,77,0,0
S.I.C.K. Serial Insane Clown Killer,108580,[27],1.163652,10/20/2003,FALSE,en,2,2,97,0,0
Thanks of a Grateful Nation,72238,"[18, 10769]",1.109906,5/31/1998,FALSE,en,1,1,204,0,0
1st to Die,86970,"[28, 53]",1.817811,2/23/2003,FALSE,en,2,3,0,0,0
Moby Dick,10339,"[12, 18]",5.626089,6/27/1956,FALSE,en,100,6.8,116,4500000,10400000
Lady Death,16226,"[14, 16, 27, 28, 878]",1.469888,10/5/2004,FALSE,en,9,5.2,80,0,0
Waking Up in Reno,21118,"[35, 10749]",4.35156,12/13/2002,FALSE,en,24,5.1,91,0,261603
The Legend of Diablo,59546,[],1.002357,1/1/2004,FALSE,ru,0,0,0,0,0
Speedy Gonzales,33444,"[16, 10751, 35]",1.771445,9/17/1955,FALSE,en,13,7.1,7,0,0
Happy Go Lovely,127602,"[10402, 10749, 35]",1.407855,3/6/1951,FALSE,en,1,5,97,0,0
Woman Chases Man,106574,"[35, 10749]",1.012118,5/7/1937,FALSE,en,0,0,71,0,0
Pasty Faces,214994,"[80, 35]",1.00411,3/15/2000,FALSE,en,0,0,85,0,0
The Getaway,2087,"[18, 28, 53]",7.91358,2/11/1994,FALSE,en,91,5.4,115,0,30
Veer-Zaara,4251,"[18, 10749]",5.00822,11/12/2004,FALSE,hi,72,7.5,192,7000000,29385320
The Life of Emile Zola,43278,[18],2.297197,10/2/1937,FALSE,en,21,6.6,116,0,0
Skullduggery,273554,[12],1.749731,3/6/1970,FALSE,en,0,0,105,4500000,0
The French Sex Murders,39910,"[27, 10769]",1.000001,6/15/1972,FALSE,en,2,6,83,0,0
Among Giants,125123,"[35, 10749]",1.644303,6/24/1998,FALSE,en,2,4.5,93,0,0
Rosetta,11489,[18],4.43268,5/23/1999,FALSE,fr,56,7.2,95,0,266665
Strangler of the Swamp,29468,"[14, 27, 878]",1.164312,1/2/1946,FALSE,en,2,6.5,59,0,0
El Bola,33504,"[18, 10769]",3.25,10/20/2000,FALSE,es,32,7.2,83,0,0
The Sunshine Boys,16561,[35],3.270555,11/6/1975,FALSE,en,29,6.8,111,0,0
The Vagina Monologues,36945,[35],1.205435,1/1/2002,FALSE,en,5,3.8,76,0,0
Love Story,9062,"[18, 10749]",11.560056,12/16/1970,FALSE,en,127,6.6,99,2200000,136400000
Elephant Walk,43335,"[18, 10749]",1.593763,4/21/1954,FALSE,en,7,5.9,103,0,0
The Hungry Bachelors Club,197200,[],1,,FALSE,en,0,0,93,0,0
Parasomnia,19222,"[27, 53]",3.446319,10/17/2008,FALSE,en,26,4.8,103,0,0
Urban Cowboy,17496,"[18, 10749]",4.443244,6/6/1980,FALSE,en,65,5.7,132,0,0
Up the Academy,33670,[35],2.6452,6/6/1980,FALSE,en,8,6.1,87,0,0
Villa Rides,48564,"[28, 37]",2.445557,5/29/1968,FALSE,en,15,5.8,125,0,0
Mard,223091,"[28, 18, 36]",1.211658,10/9/1985,FALSE,en,4,6,177,0,0
The Matrix Reloaded,604,"[12, 28, 53, 878]",20.218433,5/15/2003,FALSE,en,3725,6.7,138,150000000,738599701
Take the High Ground!,102091,"[35, 18, 10752]",1.166998,10/30/1953,FALSE,en,2,5,101,0,0
Sands of Oblivion,23816,"[10770, 28, 12, 14]",3.958342,7/28/2007,FALSE,en,10,3.6,94,0,0
Mack the Knife,80874,"[35, 80, 10402, 10749]",1.348588,11/1/1989,FALSE,en,1,8,118,0,0
Alien Hunter,22076,[878],4.288577,7/19/2003,FALSE,en,42,4.8,100,7000000,0
No Regret,33199,"[18, 10749]",1.821579,11/16/2006,FALSE,ko,9,6.4,113,0,0
Downloading Nancy,18273,"[18, 53]",3.674538,1/21/2008,FALSE,en,21,5.2,102,3000000,0
Serendipity,9778,"[35, 10749]",9.439279,10/5/2001,FALSE,en,571,6.7,90,28000000,77516304
The BFG,267935,"[12, 10751, 14]",28.01442,6/1/2016,FALSE,en,1112,6.1,120,140000000,183345589
Dick,16406,[35],6.183602,8/4/1999,FALSE,en,68,5.7,94,13000000,27500000
Fraidy Cat,40472,[16],1.872203,1/18/1942,FALSE,en,8,6.3,7,0,0
The Amati Girls,220976,[18],1.093285,1/9/2001,FALSE,en,0,0,91,0,0
True Crime,10354,"[80, 18]",6.790855,3/19/1999,FALSE,en,161,6.3,127,0,0
"War, Inc.",13191,"[28, 12, 35, 53]",6.592585,4/28/2008,FALSE,en,89,5.6,106,5000000,1296184
Love Me If You Dare,8424,"[18, 35, 10749]",5.476067,9/17/2003,FALSE,fr,578,7.4,93,0,0
Nowhere to Hide,25660,"[28, 35, 80]",2.412742,1/1/1999,FALSE,ko,16,6.7,112,0,0
Under Hellgate Bridge,234357,"[18, 53, 80]",1.443608,9/25/2000,FALSE,fr,1,1,,0,0
Murderous Maids,62124,[18],1.432004,11/22/2000,FALSE,en,10,7.1,94,0,0
George Lucas in Love,14792,"[18, 35, 10749, 10769]",2.126691,9/18/1999,FALSE,en,15,7.2,8,0,0
BrainWaves,91609,"[27, 53, 878]",1.484722,8/5/1983,FALSE,en,3,3.3,77,0,0
Revoloution,272929,[],1.00454,4/28/2006,FALSE,en,0,0,0,0,0
Alex in Wonderland,32599,"[35, 18]",2.309901,1/1/1970,FALSE,en,5,6.6,110,0,0
Hollow Man,9383,"[28, 878, 53]",9.739024,8/4/2000,FALSE,en,694,5.6,112,95000000,190213455
Lovesickness,30805,"[35, 18, 10769]",2.078106,4/27/2007,FALSE,es,6,7.8,81,0,0
Knight of the Trail,171639,[37],1.001663,8/19/1915,FALSE,en,0,0,24,0,0
A Walk in the Clouds,9560,"[18, 10749]",7.014401,8/11/1995,FALSE,en,181,6.6,103,20000000,50012507
Solar Crisis,2102,"[12, 18, 28, 53, 878, 10769]",2.13737,7/14/1990,FALSE,en,7,4.4,112,55000000,0
Ride with the Devil,22267,"[18, 10752, 10749, 37]",5.713073,11/24/1999,FALSE,en,51,6.6,138,38000000,635096
Stealing a Nation,113364,[99],1.159043,1/1/2004,FALSE,en,3,8.7,56,0,0
Jake's Closet,32910,"[18, 53]",1.298543,10/28/2007,FALSE,en,4,4.3,92,0,0
Hooper,16214,"[28, 35]",3.35336,7/28/1978,FALSE,en,36,6.1,107,0,78000000
Snake Eater,71200,"[28, 53]",1.451784,2/22/1989,FALSE,en,6,4.9,91,0,0
Wet Hot American Summer,2171,[35],6.668558,7/27/2001,FALSE,en,281,6.4,97,5000000,295206
Dawn of the Dead,924,"[14, 27, 28]",9.147155,3/19/2004,FALSE,en,1128,6.8,101,28000000,102356381
Don't Bother to Knock,24005,"[18, 53]",3.74267,7/18/1952,FALSE,en,21,6.3,76,0,0
Zero in and Scream,28653,"[28, 80, 53]",1.000143,12/3/1971,FALSE,en,0,0,63,0,0
The Toy Box,171285,[],2.799335,7/31/2014,FALSE,en,1,10,0,0,0
A Town Called Hell,65674,"[37, 28]",1.390599,10/27/1971,FALSE,en,2,5.5,95,0,0
Scar Tissue,281351,[53],1.616311,9/12/2013,FALSE,en,5,3.7,103,0,0
The New Adventures of Pippi Longstocking,19051,"[14, 12, 10751]",3.61177,7/6/1988,FALSE,en,18,5.8,100,5000000,3569939
Cement,182799,"[18, 80]",1.142514,4/3/2000,FALSE,es,0,0,0,0,0
Safety in Numbers,490524,[],1.012423,5/30/1938,FALSE,en,0,0,55,0,0
Sexmission,19673,"[878, 12, 35]",4.864667,5/13/1984,FALSE,pl,53,7.4,117,0,0
Extremities,44326,[53],2.934475,8/22/1986,FALSE,en,13,6,89,0,13418091
Shortcut to Happiness,33932,"[14, 18, 35, 878]",3.810068,2/19/2003,FALSE,en,36,5,106,0,0
The Running Jumping & Standing Still Film,105721,[],1.70657,10/31/1959,FALSE,en,6,6.3,11,0,0
Septem8er Tapes,25025,"[18, 53]",1.262095,9/24/2004,FALSE,en,4,4,95,0,0
Andy Hardy Meets Debutante,43808,"[35, 10751, 10749]",1.177963,7/5/1940,FALSE,en,3,5.3,88,0,0
Freddy's Dead: The Final Nightmare,11284,"[27, 53, 35]",10.483103,9/5/1991,FALSE,en,304,5.1,89,11000000,34872033
Twisted Desire,75471,"[80, 18]",1.838636,5/13/1996,FALSE,en,6,4.3,96,0,0
Invisible Mom,61863,"[10751, 35, 14]",1.217216,5/20/1997,FALSE,en,1,3,91,0,0
The Crimson Rivers,60670,"[80, 9648, 53]",7.050868,9/26/2000,FALSE,fr,397,6.8,106,2365000,0
Ben X,6936,[18],6.058236,8/26/2007,FALSE,nl,95,7,90,1500000,0
I Dream of Jeanie,125947,"[18, 10402]",1.137701,6/15/1952,FALSE,en,1,1,89,0,0
Two Ninas,83500,"[35, 10749]",1.071487,12/1/2000,FALSE,en,1,7,88,0,0
The Pallbearer,23570,"[35, 10749]",3.400535,5/3/1996,FALSE,en,34,4.9,97,8000000,0
Frankenstein Must Be Destroyed,3075,"[27, 878]",3.173495,5/22/1969,FALSE,en,27,6.4,98,0,0
My Friend Flicka,18992,"[28, 12, 18, 10751]",1.695349,5/26/1943,FALSE,en,2,3.8,89,0,0
Wonder Woman,297762,"[28, 12, 14]",305.721742,5/30/2017,FALSE,en,6273,7.2,141,149000000,82176340
Role Models,15373,[35],8.985356,11/7/2008,FALSE,en,597,6.4,99,28000000,92380927
Behind the Camera: The Unauthorized Story of 'Charlie's Angels',45388,[18],1.064782,3/8/2004,FALSE,en,1,4,96,0,0
Raw Force,30644,"[28, 12, 27]",2.403081,7/1/1982,FALSE,en,16,5.3,86,0,0
Jill Rips,122163,[53],2.348725,1/28/2000,FALSE,en,7,4,94,2000000,0
Reversal of Fortune,38718,[18],4.050676,10/5/1990,FALSE,en,62,6.6,111,0,15445131
The Lady from Shanghai,3766,"[80, 18, 9648]",6.671079,12/24/1947,FALSE,en,118,7.2,87,2300000,0
Showdown in Little Tokyo,13154,"[28, 53]",7.279503,8/23/1991,FALSE,en,104,5.7,79,8000000,2275557
Angel of Death,20781,"[80, 28, 53]",3.685042,7/7/2009,FALSE,en,20,4.9,77,0,0
Shot Through the Heart,23217,"[10770, 18, 10752]",2.096544,10/4/1998,FALSE,en,6,6.1,112,0,0
The Last King of Scotland,1523,[18],8.556531,9/1/2006,FALSE,en,603,7.4,121,6000000,48027970
Set It Off,9400,"[18, 28, 80]",4.727594,11/6/1996,FALSE,en,69,6.9,118,9000000,41590886
Grendel,72653,[],1.550679,1/13/2007,FALSE,en,7,1.9,0,0,0
Just Cause,9061,"[28, 18, 9648, 53]",7.04284,2/17/1995,FALSE,en,129,6.1,102,0,0
Officer Down,100544,"[80, 18]",4.128284,1/22/2013,FALSE,en,31,5.4,98,12000000,0
The Wedding Date,6961,"[35, 10749]",8.084758,2/4/2005,FALSE,en,259,6.2,88,15000000,47175038
Casanova Brown,81751,[35],1.492286,8/23/1944,FALSE,en,6,6.3,94,0,0
The Comeback,4249,[99],1.658512,5/12/1980,FALSE,en,1,6,78,0,0
The Bell Jar,426863,[],1.090263,,FALSE,en,1,10,0,0,0
Fantastic Mr. Fox,10315,"[12, 16, 35, 10751]",8.623031,10/23/2009,FALSE,en,1289,7.5,87,40000000,46471023
Moby Dick,10339,"[12, 18]",5.626089,6/27/1956,FALSE,en,100,6.8,116,4500000,10400000
Aalavandhan,66346,"[28, 53]",1.433662,11/16/2001,FALSE,ta,4,7.5,178,300000,0
Confidential Agent,160660,[18],1.635296,11/9/1945,FALSE,en,8,4.3,118,0,0
Cinderella II: Dreams Come True,14128,"[10751, 16, 10749, 14]",10.549546,2/23/2002,FALSE,en,290,5.5,74,5000000,0
The Blood Shed,131212,[27],1.021217,10/30/2007,FALSE,en,0,0,73,0,0
Blonde and Blonder,10120,"[28, 35]",3.394351,1/18/2008,FALSE,en,12,4.4,95,0,0
A Connecticut Yankee in King Arthur's Court,36848,"[35, 10751, 14, 10402]",3.856393,4/22/1949,FALSE,en,8,6.1,106,0,0
Thicker Than Water,25252,[18],1.662271,2/24/2006,FALSE,en,2,5,90,0,0
Spirit: Stallion of the Cimarron,9023,"[37, 16, 12, 35, 10751]",8.967454,5/24/2002,FALSE,en,981,7.4,83,80000000,122563539
The Lost Battalion,35583,"[36, 18, 10752]",3.971128,12/2/2001,FALSE,en,20,6.1,92,0,0
Night of the Living Bread,140694,[],1.025337,1/1/1990,FALSE,en,0,0,8,0,0
Arahan,13970,"[14, 28, 35, 53]",2.926666,4/30/2004,FALSE,ko,25,6.2,114,0,0
Big Meat Eater,65146,"[35, 878]",1.122795,4/30/1982,FALSE,en,1,10,82,0,0
Black Noon,226640,"[10770, 27, 37]",1.574788,11/5/1971,FALSE,en,0,0,75,0,0
Woodchipper Massacre,69852,"[35, 27]",1.127114,1/1/1988,FALSE,en,3,5.2,81,400,0
A Christmas Carol,17979,"[16, 18]",13.718141,11/4/2009,FALSE,en,1259,6.6,96,200000000,325233863
The Truth About Cats & Dogs,8866,"[35, 10749]",6.000943,4/26/1996,FALSE,en,92,5.7,93,0,0
Behind Bedroom Doors,251672,[18],1.530761,9/16/2003,FALSE,en,0,0,88,0,0
From the Dead of Night,132447,"[18, 14, 27, 9648]",1.000269,2/27/1989,FALSE,en,0,0,144,0,0
Tears of Kali,10175,"[14, 27, 878]",1.750628,1/1/2004,FALSE,de,5,3.7,106,0,0
Mouse in Manhattan,73690,"[35, 16]",2.154285,7/7/1945,FALSE,en,9,6.4,8,0,0
The Fluffer,17731,"[35, 18]",2.709471,2/11/2001,FALSE,en,16,5.6,95,0,0
Red-Blooded American Girl II,68112,[28],1.388662,8/4/1998,FALSE,en,2,7,95,0,0
The Haunting,11772,"[9648, 27, 53]",8.347617,9/18/1963,FALSE,en,165,7.3,112,0,0
Shot in the Heart,125842,[18],1.987914,10/13/2001,FALSE,en,6,6.4,98,0,0
Behind the Waterfall,144431,"[18, 10751]",1.279262,1/1/1995,FALSE,en,4,3,94,0,0
Catch Me If You Can,640,"[18, 80]",12.868387,12/25/2002,FALSE,en,4220,7.7,141,52000000,352114312
The Mating Game,43110,"[35, 10749]",1.085257,4/29/1959,FALSE,en,2,5,96,0,0
Mad Dog Time,66034,"[18, 28, 35, 80]",2.351213,11/8/1996,FALSE,en,12,6.2,93,0,0
The Ghost Train,29609,"[35, 27, 9648, 53]",1.866019,1/1/1941,FALSE,en,9,6,85,0,0
Hey Arnold! The Movie,17710,"[16, 10751]",6.288775,6/28/2002,FALSE,en,65,5.6,76,0,0
Cow Belles,24801,"[10770, 35, 10751, 10749]",5.085136,3/24/2006,FALSE,en,64,4.9,90,0,0
Garam Masala,19636,[35],2.831214,11/3/2005,FALSE,hi,19,5.8,142,0,0
Dad... Can I Borrow the Car?,319648,"[35, 10751]",1.211848,9/30/1970,FALSE,en,2,8,22,0,0
Give Us This Day,92819,[18],2.084087,10/14/1949,FALSE,en,7,6.3,120,0,0
To Die in Jerusalem,189030,[99],1.003951,10/27/2007,FALSE,en,0,0,40,0,0
Caged Heat,39775,[28],2.237358,4/19/1974,FALSE,en,9,5.1,83,180000,0
The Convent,12724,"[27, 53, 35]",2.449162,1/21/2000,FALSE,en,16,5.5,79,0,0
City Hall,11062,"[18, 53]",4.522144,2/16/1996,FALSE,en,68,6.1,111,0,0
Scarecrows,488342,[27],3.140432,11/22/2017,FALSE,en,0,0,80,0,0
